playerID,BABIP,BBK,OPS_plus_approx,avg_ev,whiff_rate,BABIP_z,BBK_z,OPS_plus_approx_z,avg_ev_z,whiff_rate_z
almonye01,,,,,,,,,0,0
alonspe01,0.2814070351758794,0.4069767441860465,122.2,,,-0.0007323332283024516,0.2868084826997296,0.6699074454115223,0,0
altavda01,,,,,,,,,0,0
altuvjo01,0.3374233128834356,0.3949579831932773,123.0,,,0.5728966448046824,0.23395046641498984,0.6940476559625415,0,0
alvarar01,0.3103448275862069,0.25,88.0,,,0.29560217820653495,-0.4035687787753459,-0.36208655564455344,0,0
alvared01,0.0,0.5,45.4,,,-2.882452372570672,0.6959209339442188,-1.647552767486332,0,0
alvarfr01,0.2966507177033493,0.3488372093023256,110.6,,,0.1553690427921232,0.031113200671923878,0.319874392421742,0,0
alvarjo03,,,,,,,,,0,0
alvarna01,0.15,0.0,45.2,,,-1.3463926730283555,-1.5030584914949108,-1.6535878201240866,0,0
alvaryo01,0.3229665071770335,0.7263157894736842,146.1,,,0.424853200606565,1.6912484633535092,1.391096235623224,0,0
alzolad01,,,,,,,,,0,0
amadoad01,0.20689655172413793,0.16666666666666666,62.6,,,-0.7637493387192008,-0.7700653496818676,-1.1285382406394167,0,0
amayaja01,0.3076923076923077,0.14285714285714285,68.4,,,0.26843931879818284,-0.8747786556551594,-0.9535217141445265,0,0
amayaja01,0.0,,0.0,,,-2.882452372570672,,-3.017509716256678,0,0
amayami01,0.26666666666666666,0.3709677419354839,99.5,,,-0.15167957338433136,0.1284423725405725,-0.015071028973650823,0,0
anderbr06,0.0,0.0,0.0,,,-2.882452372570672,-1.5030584914949108,-3.017509716256678,0,0
anderch01,,,,,,,,,0,0
anderch01,,,,,,,,,0,0
andergr01,,,,,,,,,0,0
anderju01,,,,,,,,,0,0
anderni01,,,,,,,,,0,0
andersh01,,,,,,,,,0,0
andersh01,,,,,,,,,0,0
anderti01,0.30120481927710846,0.10294117647058823,73.5,,,0.20200485542594804,-1.0503274333162664,-0.7996278718817785,0,0
anderty01,,,,,,,,,0,0
andrecl02,,,,,,,,,0,0
andrima01,,,,,,,,,0,0
andujmi01,0.3215686274509804,0.30952380952380953,108.7,,,0.41053835585991555,-0.14178551384211618,0.2625413923630714,0,0
antonte01,,,,,,,,,0,0
arandjo01,0.2696629213483146,0.375,114.4,,,-0.12099673294403542,0.14617607758443643,0.43454039253908405,0,0
arciaor01,0.2581453634085213,0.3203125,97.3,,,-0.23894111020043632,-0.09433729707296835,-0.08145660798895402,0,0
arenano01,0.3045356371490281,0.4782608695652174,112.1,,,0.23611375608975504,0.6003131328381698,0.3651372872049032,0,0
ariasga01,0.3229166666666667,0.11320754716981132,93.9,,,0.4243428139440376,-1.0051763574332209,-0.18405250283078584,0,0
armstsh01,,,,,,,,,0,0
armstsh01,,,,,,,,,0,0
armstsh01,,,,,,,,,0,0
arozara01,0.328,0.4117647058823529,117.5,,,0.4763981704285272,0.3078657412196664,0.5280837084242838,0,0
arozara01,0.2554112554112554,0.44554455445544555,112.4,,,-0.26693946425907933,0.4564281252330265,0.37418986616153577,0,0
arraelu01,0.3253968253968254,0.7272727272727273,112.3,,,0.44974062643647,1.6954570364165504,0.3711723398426581,0,0
arraelu01,0.3249475890985325,0.8888888888888888,115.6,,,0.4451402679472746,2.406238264841319,0.47075070836561267,0,0
arrigsp01,,,,,,,,,0,0
ashbyaa01,,,,,,,,,0,0
ashcrgr01,,,,,,,,,0,0
assadja01,,,,,,,,,0,0
avilani01,,,,,,,,,0,0
avilape01,,,,,,,,,0,0
avilape01,,,,,,,,,0,0
azocajo01,0.2962962962962963,0.2631578947368421,82.1,,,0.15173962652526193,-0.3457008991585268,-0.5401206084583211,0,0
bachala01,,,,,,,,,0,0
baddoak01,0.18604651162790697,0.2962962962962963,82.2,,,-0.977262047556946,-0.19995957271616735,-0.5371030821394434,0,0
baderha01,0.28719723183391005,0.22105263157894736,102.1,,,0.05856158503053418,-0.5308781139323482,0.06338465531716177,0,0
baeji01,0.2857142857142857,0.25,75.4,,,0.043375626557550014,-0.4035687787753459,-0.7422948718231075,0,0
baezja01,0.2268041237113402,0.17391304347826086,80.6,,,-0.559887878417341,-0.7381960826465178,-0.5853835032414823,0,0
bailepa01,0.3006993006993007,0.39,99.9,,,0.1968281439943448,0.21214546034761037,-0.003000923698140995,0,0
bakerbr01,,,,,,,,,0,0
bakerda02,0.6363636363636364,0.0,175.6,,,3.63416453457855,-1.5030584914949108,2.281266499692061,0,0
bakerlu01,0.2,0.6363636363636364,105.3,,,-0.8343727731809164,1.2956425954276176,0.1599454975212391,0,0
baldwbr01,0.2716049382716049,0.1935483870967742,87.9,,,-0.10110970673273256,-0.6518406493894412,-0.3651040819634307,0,0
bandaan01,,,,,,,,,0,0
banksta01,,,,,,,,,0,0
banksta01,,,,,,,,,0,0
banueda01,0.0,,0.0,,,-2.882452372570672,,-3.017509716256678,0,0
bargead01,0.24285714285714285,0.23333333333333334,93.8,,,-0.3954985733116832,-0.4768680929566502,-0.1870700291496635,0,0
barlosc01,,,,,,,,,0,0
barneau01,0.34951456310679613,0.3888888888888889,101.3,,,0.6967158593725902,0.20725883940219006,0.03924444476614255,0,0
barneja01,,,,,,,,,0,0
barnema01,,,,,,,,,0,0
barnhtu01,0.28,0.41935483870967744,82.9,,,-0.015140933425013998,0.3412468330669399,-0.5159803979073014,0,0
barrojo01,0.2,0.0,67.3,,,-0.8343727731809164,-1.5030584914949108,-0.9867145036521783,0,0
bartjo01,0.3253012048192771,0.3013698630136986,123.9,,,0.4487614336656773,-0.1776462350658464,0.7212053928324385,0,0
bassich01,,,,,,,,,0,0
bassobr01,,,,,,,,,0,0
battema01,0.3333333333333333,,191.3,,,0.5310136264122537,,2.755018131755816,0,0
batybr01,0.2897196261682243,0.38095238095238093,100.7,,,0.08439190691916053,0.17235440407775932,0.021139286852878234,0,0
bauerja01,0.27906976744186046,0.3305084745762712,105.4,,,-0.02466688505008294,-0.049495820441926755,0.1629630238401168,0,0
baumami01,,,,,,,,,0,0
baumami01,,,,,,,,,0,0
baumami01,,,,,,,,,0,0
baumami01,,,,,,,,,0,0
baumami01,,,,,,,,,0,0
bazared01,,,,,,,,,0,0
bazsh01,,,,,,,,,0,0
beckjo01,0.2871287128712871,0.18461538461538463,83.1,,,0.05785992358293718,-0.6911276267173859,-0.5099453452695469,0,0
becktr01,,,,,,,,,0,0
bednada01,,,,,,,,,0,0
beedety01,,,,,,,,,0,0
beeksja01,,,,,,,,,0,0
beeksja01,,,,,,,,,0,0
beetecl01,,,,,,,,,0,0
bellico01,0.29455445544554454,0.5056179775280899,116.4,,,0.13390248296622026,0.720628567937917,0.49489091891663234,0,0
belljo02,0.3300970873786408,0.53125,124.6,,,0.49787317982018686,0.8333571480341644,0.7423280770645799,0,0
belljo02,0.2764505119453925,0.38636363636363635,109.1,,,-0.051489103789610566,0.19615288270805295,0.2746114976385808,0,0
bellobr01,,,,,,,,,0,0
bellova01,,,,,,,,,0,0
bendean01,,,,,,,,,0,0
beninan01,0.24860335195530725,0.4270833333333333,106.6,,,-0.3366551051727917,0.37523643440101234,0.1991733396666454,0,0
bensowi01,0.28901734104046245,0.2597402597402597,101.6,,,0.0772002277035414,-0.36073151724081753,0.0482970237227747,0,0
bermujo01,,,,,,,,,0,0
bernabr01,,,,,,,,,0,0
berrijo01,,,,,,,,,0,0
berropr01,,,,,,,,,0,0
berrost01,0.30434782608695654,0.5714285714285714,95.0,,,0.2341904960659127,1.0100608518640943,-0.15085971332313447,0,0
bertijo01,0.3333333333333333,0.42857142857142855,104.9,,,0.5310136264122537,0.38178101602434306,0.1478753922457297,0,0
bethach01,0.325,0.14285714285714285,124.2,,,0.44567697643768084,-0.8747786556551594,0.7302579717890706,0,0
bethach01,0.1896551724137931,0.13636363636363635,71.8,,,-0.9403079248734901,-0.9033368300115118,-0.8509258193026946,0,0
bettsmo01,0.3,1.0701754385964912,132.8,,,0.18966702651396117,3.2035290506730507,0.9897652352125285,0,0
bibeeta01,,,,,,,,,0,0
bichebo01,0.27385892116182575,0.3125,94.3,,,-0.07802802485855836,-0.12869635059545476,-0.17198239755527645,0,0
bickfph01,,,,,,,,,0,0
bidoos01,,,,,,,,,0,0
biebesh01,,,,,,,,,0,0
bielabr01,,,,,,,,,0,0
bielabr01,,,,,,,,,0,0
biggehu01,,,,,,,,,0,0
biggehu01,,,,,,,,,0,0
biggica01,0.3333333333333333,0.0,62.3,,,0.5310136264122537,-1.5030584914949108,-1.137590819596049,0,0
biggica01,0.2619047619047619,0.35714285714285715,100.6,,,-0.20044337336980153,0.06764109810446756,0.01812176053400056,0,0
biggica01,0.30303030303030304,0.3333333333333333,101.8,,,0.22069853559562433,-0.037072207868824446,0.05433207636052961,0,0
birdja01,,,,,,,,,0,0
birdsha01,,,,,,,,,0,0
bivensp01,,,,,,,,,0,0
blachty01,,,,,,,,,0,0
blackch02,0.29428571428571426,0.5,115.6,,,0.1311504665313966,0.6959209339442188,0.47075070836561267,0,0
blackma01,,,,,,,,,0,0
blackpa01,,,,,,,,,0,0
blackpa01,,,,,,,,,0,0
blackty01,0.3125,0.4117647058823529,94.0,,,0.31767200147582103,0.3078657412196664,-0.1810349765119086,0,0
blalobr01,,,,,,,,,0,0
blalobr01,,,,,,,,,0,0
blancda02,0.3253012048192771,0.25,108.1,,,0.4487614336656773,-0.4035687787753459,0.2444362344498066,0,0
blancro01,,,,,,,,,0,0
blanktr01,0.18181818181818182,0.1111111111111111,50.9,,,-1.0205618276708943,-1.014396396952882,-1.4815888199480742,0,0
bledajj01,0.2786885245901639,0.536,118.1,,,-0.02857096358494734,0.8542474525758362,0.546188866337548,0,0
blewesc01,,,,,,,,,0,0
blissry01,0.3076923076923077,0.22727272727272727,104.0,,,0.26843931879818284,-0.5035223890225792,0.12071765537583282,0,0
blossja01,,,,,,,,,0,0
bogaexa01,0.3072289156626506,0.35443037974683544,106.7,,,0.26369399998588006,0.05571173413282668,0.20219086598552308,0,0
bohmal01,0.3131991051454139,0.46511627906976744,120.0,,,0.3248311164065739,0.5425037647275354,0.6035218663962191,0,0
boltoco01,,,,,,,,,0,0
booseca01,,,,,,,,,0,0
borucry01,,,,,,,,,0,0
boteda01,0.42424242424242425,0.15384615384615385,112.6,,,1.4619588988621428,-0.8264494375136401,0.38022491879929027,0,0
bouchse01,0.2909090909090909,0.36363636363636365,93.9,,,0.09657249926897225,0.0961992724608199,-0.18405250283078584,0,0
boushca01,,,,,,,,,0,0
bowlajo01,,,,,,,,,0,0
bowmama01,,,,,,,,,0,0
bowmama01,,,,,,,,,0,0
bowmama01,,,,,,,,,0,0
bowmama01,,,,,,,,,0,0
boydma01,,,,,,,,,0,0
boylejo01,,,,,,,,,0,0
bradfco01,,,,,,,,,0,0
bradiky01,,,,,,,,,0,0
bradlta01,,,,,,,,,0,0
brantro01,0.14285714285714285,0.0,34.6,,,-1.419538373006561,-1.5030584914949108,-1.9734456099250923,0,0
brasiry01,,,,,,,,,0,0
brazohu01,,,,,,,,,0,0
brazohu01,,,,,,,,,0,0
brebbjo01,,,,,,,,,0,0
brebbjo01,,,,,,,,,0,0
bregmal01,0.26881720430107525,0.5116279069767442,118.3,,,-0.12965721210057066,0.74705999034978,0.552223918975303,0,0
brennwi02,0.2893772893772894,0.3958333333333333,108.5,,,0.08088624193098919,0.23780022031106673,0.25650633972531645,0,0
breweco01,,,,,,,,,0,0
bridejo01,0.3333333333333333,0.5454545454545454,125.7,,,0.5310136264122537,0.8958281544386849,0.7755208665722317,0,0
briesbe01,,,,,,,,,0,0
britojh01,,,,,,,,,0,0
brogdco01,,,,,,,,,0,0
brogdco01,,,,,,,,,0,0
brookaa01,,,,,,,,,0,0
brooktr01,0.15789473684210525,0.6666666666666666,66.0,,,-1.2655474256840231,1.4289140757572618,-1.0259423457975845,0,0
brownbe01,,,,,,,,,0,0
brownhu01,,,,,,,,,0,0
brownse01,0.2938775510204082,0.22321428571428573,103.2,,,0.1269707122469282,-0.5213712479952992,0.09657744482481359,0,0
bruihju01,,,,,,,,,0,0
brujavi01,0.2760416666666667,0.46296296296296297,99.3,,,-0.05567584216293633,0.5330335690968758,-0.021106081611405737,0,0
bryankr01,0.32926829268292684,0.2708333333333333,102.0,,,0.4893859922783159,-0.31194463604871564,0.06036712899828453,0,0
brzykza01,,,,,,,,,0,0
bubickr01,,,,,,,,,0,0
buchada01,,,,,,,,,0,0
buehlwa01,,,,,,,,,0,0
bukaujb01,,,,,,,,,0,0
bummeaa01,,,,,,,,,0,0
burdini01,,,,,,,,,0,0
burgeja01,0.29829545454545453,0.20666666666666667,116.8,,,0.17221180265552571,-0.5941469956467371,0.5069610241921417,0,0
burgora01,,,,,,,,,0,0
burkebr01,,,,,,,,,0,0
burkebr01,,,,,,,,,0,0
burkese01,,,,,,,,,0,0
burleal01,0.28378378378378377,0.4605263157894737,113.4,,,0.023606518455332334,0.5223172950937611,0.40436512935030994,0,0
burneco01,,,,,,,,,0,0
burromi01,,,,,,,,,0,0
burrry01,,,,,,,,,0,0
buschmi02,0.3300970873786408,0.3888888888888889,120.3,,,0.49787317982018686,0.20725883940219006,0.6125744453528512,0,0
busenal01,,,,,,,,,0,0
bushky01,,,,,,,,,0,0
butlela01,0.30935251798561153,0.32407407407407407,123.2,,,0.285440532960245,-0.07779404908066011,0.7000827086002964,0,0
buttojo01,,,,,,,,,0,0
buxtoby01,0.3432203389830508,0.20202020202020202,131.1,,,0.6322604992634421,-0.6145819559639493,0.9384672877916119,0,0
cabaljo01,0.30743243243243246,0.20300751879699247,98.4,,,0.26577809270749975,-0.6102397774068431,-0.048263818481302206,0,0
cabbatr01,0.3333333333333333,0.11764705882352941,92.1,,,0.5310136264122537,-0.9856515678621743,-0.23836797657057965,0,0
cabreed02,,,,,,,,,0,0
cabrege01,,,,,,,,,0,0
cabreos01,0.29333333333333333,0.3333333333333333,102.6,,,0.12139770653430278,-0.037072207868824446,0.07847228691154884,0,0
calhowi01,0.265625,0.7419354838709677,109.1,,,-0.16234665463115294,1.7599432365760557,0.2746114976385808,0,0
callal01,0.4025974025974026,0.631578947368421,146.7,,,1.2403052625645503,1.2745997301124106,1.4092013935364882,0,0
camarja01,0.0,0.3333333333333333,34.9,,,-2.882452372570672,-0.037072207868824446,-1.9643930309684605,0,0
camerda01,0.25892857142857145,0.2549019607843137,92.2,,,-0.2309207483607204,-0.3820101569573153,-0.23535045025170198,0,0
caminju01,0.2892561983471074,0.2894736842105263,112.0,,,0.07964622158806513,-0.2299651399248883,0.36211976088602593,0,0
campbis01,,,,,,,,,0,0
campegu01,0.2702702702702703,0.0,96.5,,,-0.11477723826019141,-1.5030584914949108,-0.10559681853997324,0,0
campulu01,0.2422907488986784,0.4878048780487805,100.5,,,-0.4012986728694264,0.6422872894213132,0.015104234215123318,0,0
canaral01,0.46153846153846156,0.18181818181818182,124.9,,,1.8438851644826102,-0.7034296095170454,0.7513806560212125,0,0
candeje01,0.2620689655172414,0.23684210526315788,108.9,,,-0.19876186302547486,-0.4614366583921652,0.2685764450008263,0,0
canhama01,0.29130434782608694,0.5316455696202531,110.1,,,0.1006200874100587,0.8350968469466951,0.3047867608273549,0,0
canhama01,0.38181818181818183,0.5294117647058824,113.8,,,1.0275177717188615,0.8252726648524029,0.41643523462581933,0,0
cannigr01,,,,,,,,,0,0
cannojo02,,,,,,,,,0,0
canoye01,,,,,,,,,0,0
cantijo01,,,,,,,,,0,0
canzodo01,0.23809523809523808,0.33962264150943394,101.7,,,-0.4442623732971537,-0.009412089309841689,0.051314550041652376,0,0
capelco01,0.3333333333333333,0.0,77.9,,,0.5310136264122537,-1.5030584914949108,-0.6668567138511721,0,0
capravi01,0.16666666666666666,0.0,50.0,,,-1.1757193730792093,-1.5030584914949108,-1.5087465568179708,0,0
carasma01,,,,,,,,,0,0
caratvi01,0.32044198895027626,0.4339622641509434,116.0,,,0.3990011292140193,0.40548968907489985,0.4828208136411225,0,0
carlsdy01,0.2962962962962963,0.32432432432432434,84.2,,,0.15173962652526193,-0.07669345877763743,-0.4767525557618951,0,0
carlsdy01,0.3013698630136986,0.2631578947368421,99.0,,,0.20369496897553477,-0.3457008991585268,-0.030158660568037895,0,0
carpeke01,0.3392857142857143,0.29333333333333333,140.2,,,0.591968376394092,-0.2129905619039547,1.2130621828094563,0,0
carpema01,0.35,0.29411764705882354,108.0,,,0.7016869263614,-0.20954118241306977,0.2414187081309294,0,0
carraca01,,,,,,,,,0,0
carroco02,0.26635514018691586,0.5615384615384615,115.5,,,-0.15486972852356795,0.966564555536727,0.4677331820467354,0,0
carteev01,0.23157894736842105,0.3488372093023256,99.4,,,-0.5109917838035867,0.031113200671923878,-0.018088555292528067,0,0
casalcu01,0.23529411764705882,0.5909090909090909,88.6,,,-0.47294696152390087,1.0957353749331515,-0.34398139773128916,0,0
casastr01,0.3114754098360656,0.38961038961038963,124.3,,,0.3071797904133736,0.21043196988622925,0.7332754981079478,0,0
caspabe01,,,,,,,,,0,0
castehu01,,,,,,,,,0,0
casteni01,0.29638009049773756,0.2949640287769784,114.9,,,0.15259771249785714,-0.20581883044448898,0.44962802413347114,0,0
castidi01,,,,,,,,,0,0
castidi02,0.4,2.0,156.3,,,1.2137068262088393,7.292859210261606,1.6988839201487207,0,0
castilu02,,0.0,0.0,,,,-1.5030584914949108,-3.017509716256678,0,0
castrmi01,,,,,,,,,0,0
castrwi01,0.32142857142857145,0.34,112.8,,,0.4091041264485782,-0.007752482196302529,0.38625997143704516,0,0
caveja01,0.34418604651162793,0.1836734693877551,105.4,,,0.6421497287047214,-0.6952701311295162,0.1629630238401168,0,0
ceasedy01,,,,,,,,,0,0
ceccosl01,,,,,,,,,0,0
chafian01,,,,,,,,,0,0
chafian01,,,,,,,,,0,0
chapaan01,0.23655913978494625,0.2916666666666667,107.8,,,-0.45999263135698254,-0.22032049332208506,0.23538365549317447,0,0
chapmar01,,,,,,,,,0,0
chapmma01,0.2963917525773196,0.4050632911392405,122.1,,,0.15271713683424923,0.2783931949367891,0.6668899190926446,0,0
chargjt01,,,,,,,,,0,0
chargjt01,,,,,,,,,0,0
chaveje01,,,,,,,,,0,0
chiriyo01,,,,,,,,,0,0
chishja01,0.3132075471698113,0.3644859813084112,114.1,,,0.3249175660963035,0.09993585602146401,0.42548781358245147,0,0
chishja01,0.31092436974789917,0.3111111111111111,126.2,,,0.30153692059827575,-0.1348046267772301,0.7906084981666188,0,0
chivian01,,,,,,,,,0,0
chourja01,0.3229166666666667,0.32231404958677684,121.5,,,0.4243428139440376,-0.08553456435233144,0.6487847611793803,0,0
churcma01,,,,,,,,,0,0
cimbead01,,,,,,,,,0,0
cisnejo01,,,,,,,,,0,0
civalaa01,,,,,,,,,0,0
civalaa01,,,,,,,,,0,0
claseem01,,,,,,,,,0,0
clasejo01,0.2962962962962963,0.14285714285714285,72.6,,,0.15173962652526193,-0.8747786556551594,-0.8267856087516754,0,0
clasejo01,0.375,0.3333333333333333,152.5,,,0.9576968762851196,-0.037072207868824446,1.5842179200313786,0,0
cleavga01,,,,,,,,,0,0
clemeer01,0.2691292875989446,0.2682926829268293,105.9,,,-0.12646135492218813,-0.32311831199098745,0.17805065543450385,0,0
clemeko01,0.25,0.1724137931034483,107.8,,,-0.3223528733334776,-0.7447897241021073,0.23538365549317447,0,0
clevimi01,,,,,,,,,0,0
cobbal01,,,,,,,,,0,0
colasos01,0.391304347826087,0.4,106.3,,,1.124659887104937,0.256125048856393,0.19012076071001324,0,0
colege01,,,,,,,,,0,0
colemdy01,,,,,,,,,0,0
colliis01,0.2857142857142857,0.2,58.5,,,0.043375626557550014,-0.6234667213192588,-1.2522568197133905,0,0
confomi01,0.2828282828282828,0.3559322033898305,117.1,,,0.013821808384537719,0.06231669271599503,0.5160136031487739,0,0
coningr01,0.37254901960784315,0.21428571428571427,120.1,,,0.9325978615867159,-0.5606387377352838,0.6065393927150963,0,0
contrlu01,,,,,,,,,0,0
contrro01,,,,,,,,,0,0
contrro01,,,,,,,,,0,0
contrwi01,0.3368421052631579,0.46875,132.7,,,0.5669448474541794,0.5584847198542732,0.9867477088936504,0,0
contrwi02,0.33488372093023255,0.5611510791366906,128.8,,,0.5468902124540349,0.9648608636741841,0.8690641824574319,0,0
cookbi01,0.2962962962962963,0.0,102.1,,,0.15173962652526193,-1.5030584914949108,0.06338465531716177,0,0
coopega03,0.25,0.13636363636363635,73.8,,,-0.3223528733334776,-0.9033368300115118,-0.7905752929251464,0,0
coopega03,0.391304347826087,0.3076923076923077,120.2,,,1.124659887104937,-0.1498403835323694,0.609556919033974,0,0
corbipa01,,,,,,,,,0,0
correca01,0.3541666666666667,0.6557377049180327,138.6,,,0.744355251348687,1.3808489517039475,1.1647817617074179,0,0
cortene01,,,,,,,,,0,0
cosgrto01,,,,,,,,,0,0
couloda01,,,,,,,,,0,0
cousija01,,,,,,,,,0,0
cowseco01,0.3233333333333333,0.3023255813953488,118.9,,,0.42860964644276583,-0.17344302495032085,0.5703290768885677,0,0
crawfbr01,0.25,0.3076923076923077,88.4,,,-0.3223528733334776,-0.1498403835323694,-0.3500164503690436,0,0
crawfjp01,0.25,0.5098039215686274,100.9,,,-0.3223528733334776,0.73903817758028,0.027174339490633147,0,0
crawfku01,,,,,,,,,0,0
crewsdy01,0.25842696629213485,0.4230769230769231,100.7,,,-0.236057384595145,0.3576164069535835,0.021139286852878234,0,0
crismna01,,,,,,,,,0,0
criswco01,,,,,,,,,0,0
criswje01,,,,,,,,,0,0
crochga01,,,,,,,,,0,0
croneja01,0.27790432801822323,0.5169491525423728,112.1,,,-0.03660144858946274,0.7704626093828332,0.3651372872049032,0,0
cronide01,,,,,,,,,0,0
crousha01,,,,,,,,,0,0
crowape01,0.2988505747126437,0.21428571428571427,101.9,,,0.17789645410367558,-0.5606387377352838,0.05734960267940729,0,0
cruzfe01,,,,,,,,,0,0
cruzon01,0.35522388059701493,0.281767955801105,119.3,,,0.7551815427633715,-0.263854616385567,0.582399182164077,0,0
cruzst01,,,,,,,,,0,0
cuasjo01,,,,,,,,,0,0
cuasjo01,,,,,,,,,0,0
cuetojo01,,,,,,,,,0,0
curryxz01,,,,,,,,,0,0
curryxz01,,,,,,,,,0,0
curtijo02,,,,,,,,,0,0
dahlda01,0.2727272727272727,0.14285714285714285,97.5,,,-0.08961655522100559,-0.8747786556551594,-0.0754215553511991,0,0
dalbebo01,0.2564102564102564,0.18604651162790697,68.3,,,-0.25670929642996004,-0.6848335890059323,-0.9565392404634041,0,0
danaca01,,,,,,,,,0,0
danieda01,,,,,,,,,0,0
darnatr01,0.2914572864321608,0.2696629213483146,113.9,,,0.10218623960535349,-0.3170920597974027,0.41945276094469697,0,0
darviyu01,,,,,,,,,0,0
davidtu01,,,,,,,,,0,0
davisau01,,,,,,,,,0,0
davishe01,0.25,0.28888888888888886,75.2,,,-0.3223528733334776,-0.232537045685636,-0.7483299244608623,0,0
davisjd01,0.2,0.3333333333333333,68.0,,,-0.8343727731809164,-0.037072207868824446,-0.9655918194200362,0,0
davisjd01,0.2808988764044944,0.3,105.8,,,-0.005936081292925278,-0.18367083623143304,0.17503312911562618,0,0
davisno01,,,,,,,,,0,0
degeubr01,,,,,,,,,0,0
degeubr01,,,,,,,,,0,0
degeubr01,,,,,,,,,0,0
degroja01,,,,,,,,,0,0
dejonpa01,0.28921568627450983,0.125,108.6,,,0.07923136184098455,-0.9533136351351283,0.2595238660441937,0,0
dejonpa01,0.32142857142857145,0.20454545454545456,106.6,,,0.4091041264485782,-0.6034759992698122,0.1991733396666454,0,0
delacbr01,0.3006993006993007,0.211864406779661,109.2,,,0.1968281439943448,-0.5712875485122287,0.2776290239574584,0,0
delacbr01,0.28431372549019607,0.07692307692307693,79.4,,,0.029033332444176423,-1.1647539645042753,-0.6215938190680109,0,0
delacel01,0.3609625668449198,0.3165137614678899,124.5,,,0.8139479739215338,-0.11104399282243427,0.7393105507457027,0,0
delayja01,0.2,,109.6,,,-0.8343727731809164,,0.2896991292329678,0,0
delcaad01,0.4375,0.25,137.1,,,1.5977217510944182,-0.4035687787753459,1.1195188669242566,0,0
deloaza01,0.28888888888888886,0.38095238095238093,99.2,,,0.07588482654786348,0.17235440407775932,-0.02412360793028298,0,0
delosen01,,,,,,,,,0,0
delosen01,,,,,,,,,0,0
delosen01,,,,,,,,,0,0
deloslu03,0.2631578947368421,0.2,75.0,,,-0.187610794426257,-0.6234667213192588,-0.7543649770986173,0,0
delucjo01,0.26506024096385544,0.3116883116883117,95.7,,,-0.1681300119336464,-0.13226612238999882,-0.12973702909099247,0,0
detmere01,,,,,,,,,0,0
devench02,,,,,,,,,0,0
deverjo01,0.3333333333333333,0.0,77.9,,,0.5310136264122537,-1.5030584914949108,-0.6668567138511721,0,0
deverra01,0.33430232558139533,0.4557823129251701,132.8,,,0.5409364926883669,0.5014533657081053,0.9897652352125285,0,0
